30.00,73.80
30.10,73.80
30.20,73.80
30.30,73.80
30.40,73.80
30.50,73.80
30.60,73.80
30.70,73.80
30.80,73.80
30.90,73.80
31.00,73.80
31.10,73.80
31.20,73.80
31.30,73.80
31.40,73.80
31.50,73.80
31.60,73.80
31.70,73.80
31.80,73.80
31.90,73.80
32.00,73.80
32.10,73.80
32.20,73.80
32.30,73.80
32.40,73.80
32.50,73.80
32.60,73.80
32.70,73.80
32.80,73.80
32.90,73.80
33.00,73.80
33.10,73.80
33.20,73.80
33.30,73.80
33.40,73.80
33.50,73.80
33.60,73.80
33.70,73.80
33.80,73.80
33.90,73.80
34.00,73.80
34.10,73.80
34.20,73.80
34.30,73.80
34.40,73.80
34.50,73.80
34.60,73.80
34.70,73.80
34.80,73.80
34.90,73.80
35.00,73.80
35.10,73.80
35.20,73.80
35.30,73.80
35.40,73.80
35.50,73.80
35.60,73.80
35.70,73.80
35.80,73.80
35.90,73.80
36.00,73.80
36.10,73.80
36.20,73.80
36.30,73.80
36.40,73.80
36.50,73.80
36.60,73.80
36.70,73.80
36.80,73.80
36.90,73.80
37.00,73.80
37.10,73.80
37.20,73.80
37.30,73.80
37.40,73.80
37.50,73.80
37.60,73.80
37.70,73.80
37.80,73.80
37.90,73.80
38.00,73.80
38.10,73.80
38.20,73.80
38.30,73.80
38.40,73.80
38.50,73.80
38.60,73.80
38.70,73.80
38.80,73.80
38.90,73.80
39.00,73.80
39.10,73.80
39.20,73.80
39.30,73.80
39.40,73.80
39.50,73.80
39.60,73.80
39.70,73.80
39.80,73.80
39.90,73.80
